id,site,job_url,title,company,location,date_posted,job_type,description,experience_required
51975837,foundit,https://www.foundit.sg/job/sap-intern-ai-engineer-sap-singapore-51975837,SAP intern - AI Engineer,SAP,Singapore,4 days ago,['Full time'],"Job Description
We help the world run better
At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging – but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you Constant learning, skill growth, great benefits, and a team that wants you to grow and succeed.
About The Role
As an AI Engineer(intern) on the team, you will work with SAP product and solution units to bring SAP products to the next level by incorporating Artificial Intelligence into its existing portfolio. This will be done using machine learning engineering and tools available as a part of the SAP product portfolio. You will use SAP AI Software As A Services (SAAS) to build, deploy models into scalable production APIs on SAP's Business Technology platform, which are seamlessly embedded into Business Processes
What You'll Do
Position title: AI Engineer intern
Location: Singapore
Expected start date and duration: May 2026 to Nov/Dec 2026
Working Hours: Full time, 5 days/week
EXPECTATIONS AND TASKS
Validate AI use cases through proof-of-concepts with Large Language Models in tantum with SAP Business AI
Work with SAP Business Technology Platform for building backend services using SAP Cloud Application Programming (CAP) or Python-flask.
Assist with technology exploration for new AI and technology trends in-line with SAP's overall Strategy direction
Learn and apply Software Development Life Cycle methodologies like Agile. Participate in development life cycle activities like design, coding, testing and production release
Part of global team and IT delivery Unit
Required
EDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIES
Bachelor's in Computer Science or a related field
Passionate about coding and programming, innovation, and solving challenging problems
Must have good hands-on on Python, Java or JavaScript, React.js
Proficient in understanding and staying current with Generative AI industry trends
Hands-on on knowledge and good exposure to Prompt Engineering, Data Pipelines and coding standards for LLM App development
Exposure to efficient and scalable LLM App development is a plus
Good written and oral communication skills in English
Able to solve/explore problems independently, good teamwork and communication skills
Optional
Familiarity with agile development approach and tools
#SAPNextGen
Bring out your best
SAP innovations help more than four hundred thousand customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end-to-end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with two hundred million users and more than one hundred thousand employees worldwide, we are purpose-driven and future-focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, you can bring out your best.
We win with inclusion
SAP's culture of inclusion, focus on health and well-being, and flexible working models help ensure that everyone – regardless of background – feels included and can run at their best. At SAP, we believe we are made stronger by the unique capabilities and qualities that each person brings to our company, and we invest in our employees to inspire confidence and help everyone realize their full potential. We ultimately believe in unleashing all talent and creating a better world.
SAP is committed to the values of Equal Employment Opportunity and provides accessibility accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team: [Confidential Information].
For SAP employees: Only permanent roles are eligible for the SAP Employee Referral Program, according to the eligibility rules set in the SAP Referral Policy. Specific conditions may apply for roles in Vocational Training.
Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, ethnicity, gender (including pregnancy, childbirth, et al), sexual orientation, gender identity or expression, protected veteran status, or disability, in compliance with applicable federal, state, and local legal requirements.
Successful candidates might be required to undergo a background verification with an external vendor.
AI Usage in the Recruitment Process
For information on the responsible use of AI in our recruitment process, please refer to our Guidelines for Ethical Usage of AI in the Recruiting Process.
Please note that any violation of these guidelines may result in disqualification from the hiring process.
Requisition ID: 442375 | Work Area: Administration | Expected Travel: 0 - 10% | Career Status: Student | Employment Type: Limited Full Time | Additional Locations:",Not specified
51611278,foundit,https://www.foundit.sg/job/ai-engineer-cognizant-consulting-singapore-51611278,AI Engineer,Cognizant Consulting,Singapore,3 days ago,['Full time'],"Job Description
We are seeking a skilled machine learning platform engineer (MLOps) to join our agile platform team. In this role, you'll contribute across the entire lifecycle - from concept to deployment and collaborate closely with cross-functional teams to deliver high-quality digital solutions. Further, you will drive the orchestration of advanced agentic workflows to enable autonomous, AI-driven systems. You will be responsible for engineering robust data pipelines, establishing comprehensive model management lifecycles, overseeing all foundational platform-level AI integrations.
Job Responsibilities
Design, develop and deploy machine learning solutions and services
Implement end-to-end machine learning pipelines from data ingestion to training and model serving
Operationalize LLMs, embeddings, and multi-agent systems in real-world applications
Manage the machine learning and model lifecycle (experimentation, registry, deployment)
Oversee the model promotion lifecycle, coordinating validation gates and approval workflows to safely deploy new model versions from stating to production
Containerize applications using Docker and orchestrate them via Kubernetes
Build and maintain CI/CD pipelines for ML models and LLM applications
Collaborate with data scientists to refactor research code into production-ready Python code
Monitor model performance, data drift, and performance in production
Assess and integrate AI solutions ensuring optimal performance and reliability
Design and implement production grade RAG systems
Collaborate with infrastructure teams, data engineers, data scientists, and other stakeholders to integrate machine learning solutions into existing systems and processes
Participate in code reviews, testing, and debugging to ensure the quality and reliability of machine learning solutions
Job Requirements
Competencies
Strong problem-solving and analytical skills, with the ability to think critically and creatively about complex challenges
Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams and stakeholders at all levels of the organization
Ability to manage personal workloads effectively, to prioritize tasks, manage timelines, and deliver high-quality results on schedule
Continuous learning mindset, with a passion for staying up to date with the latest advancements in machine learning and artificial intelligence
Attention to detail and commitment to producing high-quality, reliable, and maintainable code
Skills requirements
Advanced proficiency in Python programming with a focus on writing clean, testable and efficient code
DevOps & Containers: Proficient with Docker for containerization and working knowledge of Kubernetes (k8s) for orchestration
Practical understanding of GPU architecture and cloud compute instances to optimize resource allocation for training and inference workloads
MLOPS tools: hands on experience with MLflow (or similar tools like weights & biases) for experiment tracking and model registry
Proven experience working with Large Language Models (LLMs)
Good understanding of AI agents & agentic workflows, LLM orchestration frameworks and reasoning patterns
Experience with data preprocessing, feature engineering, and model selection and evaluation techniques
Hands-on experience with CI/CD pipelines (GitLab, Jenkins)
Knowledge of statistical and mathematical concepts relevant to machine learning, such as probability, linear algebra, and optimization
Excellent problem-solving and debugging skills, with the ability to identify and resolve issues quickly and effectively
Relevant work experience in machine learning, data science or a related field",Not specified
51624957,foundit,https://www.foundit.sg/job/senior-ai-engineer-production-systems-space-executive-singapore-51624957,Senior AI Engineer (Production Systems),Space Executive,Singapore,2 days ago,['Full time'],"Job Description
We're partnering with an AI solutions company that is building AI systems for enterprise clients across APAC.
They're looking for a hands-on engineer to help scale their platform from POCs into robust, deployable systems.
What You'll Be Working On
Designing and building production-ready AI systems used in real-world environments
Developing backend services and APIs to support AI-driven applications
Implementing workflow orchestration for data and AI pipelines (e.g. Airflow / similar tools)
Deploying and managing systems using containerisation and cloud infrastructure (Docker, Kubernetes, AWS/GCP)
Improving observability, monitoring, and reliability of AI systems in production
Collaborating with data and AI teams to productionise models and pipelines
Working on end-to-end system design, from architecture through to deployment
What They're Looking For
3+ years of experience in backend / platform / systems engineering
Strong programming experience in Python (preferred) or similar languages
Hands-on experience with:
APIs and backend systems
Containerisation (Docker) and cloud platforms
Kubernetes or similar orchestration tools
Exposure to workflow orchestration / data pipelines (e.g. Airflow, Prefect, etc.)
Experience deploying systems into production environments (not just POCs)
Familiarity with data or AI/ML systems is a plus (e.g. RAG, LLM pipelines, etc.)",3
91996062,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91996062&type=standard,Site Reliability Engineer - AI Application,ByteDance,Singapore,1h ago,Full time,"Responsibilities About the team We are an AI-driven search and recommendation team focused on building innovative, scalable products for global users. Responsibilities 1. Ensure the reliability and normal operation of multiple core systems related to Viking Team's Big data and online services, while focusing on system capacity planning and stability assurance; 2. Enhance system visibility by monitoring the availability and performance metrics of system components, helping development teams quickly locate faults, and especially ensuring operation of critical links such as AI search/vector databases; 3. Improve the reliability, scalability, and Performance optimization of services to ensure the achievement of the core system SLA; 4. Participated in the design and implementation of the automation platform, ensuring the rapid iteration and efficient operation and maintenance of large-scale online Viking clusters and AI search-related clusters; 5. Combining with the usage scenarios of AI Search/Viking business, in-depth optimization of service governance practices, including but not limited to analysis of performance bottlenecks in key AI Search/Viking links, business problem location and troubleshooting, promoting the transformation and upgrading of the system's high-availability architecture, and those familiar with Viking-related technologies are preferred to participate in core optimization work. Qualifications Minimum Qualifications 1. Bachelor's degree or above, majoring in computer-related fields, with more than five years of relevant work experience; 2. Has a solid foundation in computer software knowledge, and understands the relevant principles of Linux operating systems, storage, network IO, etc. 3. Familiar with at least one programming language (such as Python/Go/Java/Shell/Ansible), with moderate development capabilities, and placing more emphasis on operations and maintenance practices and problem-solving abilities; 4. Understand at least one type of knowledge related to cloud infrastructure such as AWS/Volcano Engine/Aliyun/GCP; those with experience in computing/distributed systems are preferred (e.g., Nginx/Kubernetes/Docker/OpenStack/Hadoop/Spark/Flink, etc.); Preferred Qualifications: 1. Familiar with algorithmic thinking, good data structure and system design capabilities 2. Have certain understanding of AI Cloud, large model-related Search Suggestion, and Recommender system. Job Information About Us Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Lemon8, CapCut and Pico as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content. Why Join ByteDance Inspiring creativity is at the core of ByteDance's mission. Our innovative products are built to help people authentically express themselves, discover and connect - and our global, diverse teams make that possible. Together, we create value for our communities, inspire creativity and enrich life - a mission we work towards every day. As ByteDancers, we strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our Company, and our users. When we create and grow together, the possibilities are limitless. Join us. Diversity & Inclusion ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",Not specified
91933129,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91933129&type=standard,AI/Machine Learning Engineer,Helius Technologies,"Singapore River, Central Region",2d ago,Contract/Temp,"Job SummaryThe AI/ML Engineer supports the development and deployment of scalable and optimized building and implementing algorithms to extract, transform, and load large volumes of production-ready AI/ML solutions. He/She conducts model experiments, monitors performance, and troubleshoots issues to environment, he/she is proficient in programming, scripting, and statistical methods, and The AI/ML Engineer is also expected to apply good practices in responsible AI and data and comply with requirements under the Personal Data Protection Act (PDPA) when handling Critical Work Functions and Key Tasks Conduct research on artificial intelligence (AI)/machine learning (ML) models and algorithmsResearch and implement machine learning algorithms andIdentify appropriate algorithms based on user requirementsSelect appropriate datasets and data representation methodsEvaluate AI/ML models for production Build and assess AI/ML models, Develop codes to package the AI/ML models for scalingDevelop AI/ML development pipeline and infrastructureDevelop scalable data pipelines to extract, transform, loadScale AI/ML models for productionSupport continuous improvement of AI solutions Deploy AI/ML models in solutionsTest the operation and performance of the deployed modelsIdentify bugs during deployment and create bug fixes toEngage in code reviews to improve AI/ML modelsPerform statistical analysis and fine tuning of the modelPrepare documentation to outline data sources, models andResearch and implement machine learning algorithms Requirements / QualificationsRequirements:Bachelor’s or master’s degree in computer science, Engineering, or a related field.Proven experience as a GenAI Engineer, with a focus on Azure and OpenAIintegration. Experience with AWS and Google GenAI services is preferred.Strong programming skills in languages such as Python and/or Java.Experience with Azure services, including Azure Machine Learning, Azure Cognitive Services, and Azure Functions.Familiarity with OpenAI technologies, such as GPT-3/4 and reinforcement learning frameworks.Solid understanding of machine learning algorithms and deep learning frameworks.Proficiency in data preprocessing, feature engineering, and model evaluation techniques.Strong problem-solving and analytical skills.Preferred Qualifications:Experience with AWS services, such as Amazon SageMaker, AWS Lambda, and AWS AI/ML services.Knowledge of Google Cloud services, including Google Cloud AI Platform, Google Cloud Functions, and Google Cloud AutoML.Experience with cloud-based deployment and scaling of GenAI applications on Azure, AWS, and Google Cloud.Knowledge of containerization technologies such as Docker and Kubernetes.Familiarity with DevOps practices and tools for CI/CD pipelines.Contributions to open-source GenAI or cloud service integration projects.",Not specified
91996417,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91996417&type=standard,AI Application Development Engineer,Digital Treasures Center,Central Region,5h ago,Full time,"Build intelligent applications on top of large language model APIs, covering Agent workflows, intelligent Q&A, automated report generation, and process automation assistants. Design and implement RAG (Retrieval-Augmented Generation) pipelines, including text chunking strategies, Embedding management, vector store integration, and retrieval quality optimization. Build AI Agents with tool-calling and function-calling capabilities to orchestrate complex multi-step business workflows such as merchant onboarding review, document verification, and compliance filing. Write, evaluate, and optimize prompts to ensure stable, accurate, and business-relevant model outputs; manage multi-turn conversation state and context memory to maintain coherence and reliability. Package AI capabilities into reusable, versioned APIs or microservices, following microservices design principles. Design the overall architecture of AI applications with service-oriented, modular, and multi-tenant characteristics to support the productization of AI capabilities across different business lines. Build automated evaluation, monitoring, and alerting systems to continuously track model performance (accuracy, latency, cost), and iterate on core metrics such as risk control accuracy and human replacement rate. Integrate with core backend business systems, complete interface integration and data pipeline setup with payment, risk control, and compliance platforms, ensuring financial-grade security and compliance requirements are met. Ensure AI services maintain stability, scalability, and fault tolerance in regulated financial production environments. Work closely with product, operations, and business teams to identify and refine AI implementation opportunities.What We're Looking For: Bachelor's degree or above in Computer Science, Artificial Intelligence, or a related field; 8+ years of software development experience, with at least 4 years in AI application engineering and production deployment; fintech / payments industry background preferred. Proficiency in Python, Java, Go, or Rust; solid hands-on experience with microservices architecture, caching, databases, and message queues. Strong system architecture design skills — able to design AI applications as service-oriented, modular, multi-tenant, and productizable systems, with thorough consideration of stability, observability, and cost control. Deep practical knowledge of core LLM application technologies, including Prompt Engineering, RAG architecture design and optimization, Agent framework usage, and Function Calling / Tool Use mechanisms. Understanding of business logic in cross-border payments, financial risk control, anti-fraud, and compliance review; hands-on AI experience in financial / payment contexts is a plus. Strong problem decomposition skills and cross-functional collaboration abilities; capable of independently driving AI project delivery in a fast-paced environment.",4
91951897,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91951897&type=standard,Junior AI Algorithm Engineer,Not specified,Central Region,1d ago,Full time,"Responsibilities Model Development & ExperimentationUnder guidance, participate in the research, reproduction, training, tuning, and evaluation of machine learning and deep learning models to solve real-world business problems Data Processing & AnalysisCollect, clean, label, and preprocess data; perform feature engineering to build reliable datasets and extract insights Engineering Implementation & SupportConvert experimental models into reproducible and maintainable code; assist with model deployment, A/B testing, and performance monitoring in production Technology Research & Knowledge SharingStay up to date with the latest advancements in AI; participate in internal knowledge sharing and explore applying cutting-edge techniques to real-world scenarios Documentation & CollaborationClearly document experiments, results, and technical solutions; collaborate effectively with cross-functional teams including algorithm, backend, and product QualificationsEducation Bachelor’s degree or above in Computer Science, Artificial Intelligence, Software Engineering, Mathematics, Statistics, or related fields 2025/2026 graduates are preferred Fundamental Knowledge Solid programming skills, with proficiency in Python Strong foundation in data structures, algorithms, and software engineering Understanding of machine learning and deep learning fundamentals, including common models and algorithms Technical Skills Familiarity with at least one major deep learning framework (PyTorch or TensorFlow), with hands-on experience through coursework, projects, competitions, or internships Strong data analysis skills, with experience using libraries such as pandas, NumPy, and scikit-learn Soft Skills Strong curiosity and intrinsic motivation, with a genuine passion for AI Excellent problem-solving and analytical skills, with the ability to break down complex problems Good communication and teamwork skills, with the ability to clearly express ideas Results-oriented mindset, with the ability to perform in a fast-paced, high-expectation environment Preferred Qualifications Strong performance in well-known AI competitions (e.g., Kaggle, Tianchi) High-quality technical projects on GitHub or contributions to open-source projects Publications or patents in relevant fields Hands-on experience with LLM-related technologies (e.g., LangChain, RAG, fine-tuning) In-depth knowledge in specific domains such as computer vision (CV), NLP, multimodal learning, or reinforcement learning",Not specified
91950257,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91950257&type=standard,AI Software Engineer,Not specified,Singapore,2d ago,Full time,"At Voltade, we don’t hire engineers to write tickets — we hire builders to define the system. As an AI Software Engineer, you will design and deploy production-grade AI agents that operate as real digital workers inside businesses. You won’t be handed clean specs. You’ll start from ambiguity, shape problems with customers, and ship systems that directly impact revenue, operations, and decision-making. You will work at the frontier of agentic systems, enterprise integrations, and real-world deployment, building software that doesn’t just respond — but acts. Voltade launched in 2023 and has already delivered Gen AI systems for 100+ companies across Singapore. We are now scaling towards building the system of record for AI agents in enterprises. What you’ll do Own end-to-end systems, not featuresArchitect, build, and deploy AI agents that integrate deeply into customer workflows (CRM, ERP, email, WhatsApp, internal tools). Operate at the intersection of business and engineeringWork directly with founders, operators, and customers to define problems, design solutions, and iterate in production. Design agentic architecturesBuild systems involving tool use, memory, evaluation loops, and guardrails — not just simple LLM wrappers. Ship fast in high-ambiguity environmentsMove from idea → prototype → production in days, not months. Build internal platforms and abstractionsContribute to Voltade’s core infrastructure — agent frameworks, data pipelines, integrations, and developer tooling. Continuously improve system qualityDesign evals, monitoring, and feedback loops to ensure reliability, safety, and performance of AI systems. Must have Strong experience with TypeScript and backend system design Solid understanding of databases (PostgreSQL or equivalent) and data modeling Ability to own problems independently from scoping to deployment Strong communication skills — able to translate between business needs and technical solutions Strongly preferred Experience building or working with LLM-based systems (tool calling, RAG, agent workflows) Familiarity with cloud infrastructure (AWS/GCP/Azure), deployments, and APIs Experience designing scalable, production-grade systems Comfort working in fast-moving, ambiguous environments What success looks like You ship systems that customers rely on daily You reduce hours of manual work into minutes through automation You proactively identify and solve high-leverage problems You raise the technical bar of the team Why Voltade? Build at the frontier of AI agents — not demos, but production systems used by real companies Extreme ownership — you will own systems, not tickets Work directly with founders — fast decisions, high trust, no bureaucracy High-performance team — small, technical, and execution-focused Real impact — your code directly affects how businesses operate",Not specified
91950748,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91950748&type=standard,AI/ML Engineer,Not specified,Central Region,2d ago,Contract/Temp,"Role and Responsibilities: The AI/ML Engineer supports the development anddeployment of scalable and optimized artificial intelligence (AI) and machinebuilding and implementing algorithms to extract, transform, and load largevolumes of real production-ready AI/ML solutions. Job Summary Critical Work Functions and Key Tasks: · He/She conducts modelexperiments, monitors performance, and troubleshoots issues to ensure stabilityand effectiveness in environment. · He/She is proficient inprogramming, scripting, and statistical methods, and familiar with theplatforms used to. · The AI/ML Engineer is alsoexpected to apply good practices in responsible AI and data governance. · He/She should have working andcomply with requirements under the Personal Data Protection Act (PDPA). Conduct research on artificial intelligence (AI)/machinelearning (ML) models and algorithms: · Research and implement machinelearning algorithms and tools for AI/ML model development. · Identify appropriate algorithmsbased on user requirements. · Select appropriate datasets anddata representation methods for analysis. · Evaluate AI/ML models forproduction. · Build and assess AI/ML models · Develop codes to package theAI/ML models for scaling. · Develop AI/ML developmentpipeline and infrastructure. · Develop scalable data pipelinesto extract, transform, load and integrate unstructured data from varioussources. · Scale AI/ML models forproduction. · Support continuous improvementof AI solutions. · Deploy AI/ML models insolutions. · Test the operation andperformance of the deployed models. · Identify bugs during deploymentand create bug fixes to address issues. · Engage in code reviews toimprove AI/ML models · Perform statistical analysis andfine tuning of the model using test results. · Prepare documentation to outlinedata sources, models and algorithms used and developed. · Research and implement machinelearning algorithms and tools for AI/ML model development. Requirements / Qualifications Requirements: · Bachelor’s or master’s degree incomputer science, Engineering, or a related field. · Proven experience as a GenAIEngineer, with a focus on Azure and OpenAI integration. · Experience with AWS and GoogleGenAI services is preferred. · Strong programming skills inlanguages such as Python and/or Java. · Experience with Azure services,including Azure Machine Learning, Azure Cognitive Services, and AzureFunctions. · Familiarity with OpenAItechnologies, such as GPT-3/4 and reinforcement learning frameworks. · Solid understanding of machinelearning algorithms and deep learning frameworks. · Proficiency in datapreprocessing, feature engineering, and model evaluation techniques. · Strong problem-solving andanalytical skills · Excellent communication andcollaboration abilities. · Ability to work independentlyand as part of a team in a fast-paced environment. Preferred Qualifications: · Experience with AWS services,such as Amazon SageMaker, AWS Lambda, and AWS AI/ML services. · Knowledge of Google Cloudservices, including Google Cloud AI Platform, Google Cloud Functions, andGoogle Cloud AutoML. · Experience with cloud-baseddeployment and scaling of GenAI applications on Azure, AWS, and Google Cloud. · Knowledge of containerizationtechnologies such as Docker and Kubernetes. · Familiarity with DevOpspractices and tools for CI/CD pipelines. · Contributions to open-sourceGenAI or cloud service integration projects.",Not specified
91932919,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91932919&type=standard,Software Engineer (AI/ML  / AWS Lambda),The Supreme HR Advisory,"Tuas, West Region",2d ago,Full time,"Position title : Software Engineer (Cloud Application)Location: TuasWorking Days: 5 days A Week Working hours : 8am – 5pm / 9am – 6pmSalary : depending on experience, from $4k - $6k Overview: We are a public-listed company that specialises in the manufacturing of steel prefabricated reinforcement for the construction industry. We are seeking suitably qualified personnel to join our team.Candidate should have hands-on experience in designing, building, and operating cloud-native applications on AWS.The role focuses on developing scalable serverless and container-based systems, integrating with enterprise platforms, and applying modern cloud engineering practices to deliver secure, resilient solutions.Roles & Responsibilities:Design and implement serverless and container-based applications on AWS using managed services.Gather requirement from stakeholders and translate business requirements into scalable cloud architectures, including API, data, and integration layers.Implement Infrastructure as Code (IaC) and support automated deployments.Work with cross-functional teams to integrate cloud services with internal ERP systems.Participate in application deployment, troubleshooting, and operational support for cloud environments.Apply good practices including code reviews, documentation, and continuous improvement.Job RequirementDiploma or Degree in Computer Science or Software Engineering or equivalent.At least 3 years of hands-on programming experience in building and deploying AWS serverless applications.Working experience of AWS Lambda, Amazon API Gateway, Amazon S3, AWS SAM, AWS CloudFormation.Strong working knowledge of Node.js, ReactJS, RESTful APIs.Exposure to AI/ML services (eg. Amazon Bedrock, Textract) is an advantage.Prior experience in projects involving system‑to‑system integration.Interested applicants can also send your resume to WA:+65 83472904 (Mr Samuel) and allow our Consultant to match you with our Clients.No Charges will be incurred by Candidates for any service rendered.Samuel SiawThe Supreme HR Advisory Pte LtdEA No: 14C7279Reg No: R2412474",3
91982113,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91982113&type=standard,AI Automation Engineer (.NET),Snaphunt,Singapore,19h ago,Full time,"Company Snaphunt Pte Ltd snaphunt.com Designation AI Automation Engineer (.NET) Date Listed 07 May 2026 Job Type Entry Level / Junior Executive Full/Perm Job Period Immediate Start, Permanent Profession IT / Information Technology Industry Computer and IT Location Name Singapore Allowance / Remuneration $8,000 monthly Company Profile We are looking for a Senior Backend Engineer (AI & Automation Focus) with strong experience in building AI workflows as well as good knowledge of .NET to build scalable backend systems while driving AI-powered automation and internal tooling initiatives. Job Description Key Responsibilities: Designing and developing backend services and applications using .NET and C#. Building and maintaining scalable backend systems with focus on performance, reliability, and maintainability. Analyzing internal workflows to identify manual, repetitive, or inefficient processes. Building internal tools, automation solutions, and AI-assisted applications to improve operational efficiency. Evaluating and implementing practical AI use cases to solve real business problems. Integrating AI tools and models into backend systems and operational workflows. Designing APIs and backend patterns that enable safe interaction with AI agents and automation systems. Building and maintaining CI/CD pipelines to improve development and deployment processes. Collaborating with product, operations, and business teams to deliver impactful technical solutions. Contributing to architecture decisions, engineering standards, and backend best practices. Deploying and managing backend and automation solutions using Microsoft Azure. Monitoring and improving system reliability, scalability, and performance. Ideal Candidate You have experience in .NET / C# backend development and proficiency in cloud services. You have experience building and maintaining CI/CD pipelines. You possess strong understanding of backend architecture, APIs, integrations, and scalable system design. You have practical experience using AI tools such as ChatGPT, Claude, GitHub Copilot, or similar platforms. You have experience using AI to accelerate development, automate workflows, or build productivity tools. You have the ability to understand business processes and translate them into technical solutions. You are comfortable working across both engineering and operational problem spaces. You possess strong problem-solving skills with a proactive and ownership-driven mindset. You have excellent communication and stakeholder collaboration skills. You have experience with workflow automation platforms, orchestration tools, or agent-based systems(preferred). You are familiar with LLM integrations, AI APIs, or prompt engineering concepts (preferred). You have knowledge of DevOps practices, observability, and cloud security fundamentals (preferred). You have experience building internal tools or business process automation systems (preferred). 46IYUO2ISV Application Instructions Apply this role at https://snaphyre.snaphunt.com/job/46IYUO2ISV Agent Note This position is posted on behalf of a client by a third party agent. Apply for this position",Not specified
91596798,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91596798&type=standard,Junior Vision Engineer [Machine Learning/AI/Fine Tuning]-Basic $5000,StaffKing Pte Ltd,North Region,20d ago,Full time,"SummaryBasic $4000-$5000AWS+Variable BonusMon-Fri, Office HourSemiconductor MNC, global exposureResponsibilitiesDesign, develop, and optimize computer vision algorithms for defect detection, feature recognition, and automation in semiconductor manufacturing.Implement deep learning-based vision models to enable high-speed, high-accuracy inspection processes.Integrate vision systems with robotics, automation platforms, and semiconductor backend equipment (e.g., wire bonders, die bonders).Develop and refine image processing techniques for pattern recognition, object tracking, and quality inspection.Collaborate with cross-functional teams to enhance real-time vision inspection systems and improve production yield.Perform data analysis, model validation, and performance tuning to ensure compliance with industry standards.Optimize system performance for latency, accuracy, and robustness in manufacturing environments.RequirementsCandidate with Bachelor's or Masters degree in Computer Science, Electrical Engineering, Space Engineering, Robotics, Mathematics, Physics or related fields are welcome to apply.Candidate with machine learning, AI and model fine tuning experience in FYP/internship is preferred.Entry level are welcome to apply.To Apply, kindly click on the ""APPLY NOW"" buttonWe regret that only shortlisted candidates will be notified.Staffking Pte Ltd (20C0358) | Lee Zi Qing (R25126986)EA License No: 20C0358",Not specified
91556753,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91556753&type=standard,(Entry) AI Engineer /Specialist (1 Year Contract),PERSOL,Central Region,22d ago,Contract/Temp,"Key ResponsibilitiesLead the design, development, and deployment of AI and machine learning solutionsManage AI platforms, infrastructure, and model lifecycle (development to production)Drive end-to-end AI projects, including problem definition, data analysis, model building, and implementationProvide technical leadership and guidance to AI/data teamsCollaborate with cross-functional stakeholders (business, policy, IT) to translate requirements into AI solutionsEnsure compliance with AI governance, ethics, and cybersecurity standardsSupport adoption of AI best practices within a regulated/government environmentRequirementsDegree in Computer Science, Artificial Intelligence, Data Science, Statistics, or related fieldStrong knowledge in:Machine Learning & Deep LearningData Analytics & Statistical ModellingAI frameworks and tools (e.g., Python, TensorFlow, PyTorch)Understanding of AI governance, ethics, and cybersecurity principlesInterested candidate please click ""APPLY"" to begin your job search journey and submit your CV directly through the official PERSOL job application platform - GO MobileWe regret to inform that only shortlisted candidates will be notified.By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOL Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolsingapore.com/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy.PERSOL Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394• Reg. R1108634 (Lim Shi Mei)",Not specified
91951709,jobstreet,https://sg.jobstreet.com/ai-engineer-jobs/in-singapore?jobId=91951709&type=standard,Junior Cloud Backend Engineer (AI Platform),Not specified,Central Region,1d ago,Full time,"Responsibilities Develop, integrate, and deliver B2B commercial large model platform projects Participate in the development of AI large model platforms to support large-scale training and inference, building efficient and reliable infrastructure Improve the usability of the AI platform, ensuring it is observable, easy to use, manageable, and scalable Contribute to the architecture design of AI large model development platforms Qualifications Strong coding skills, proficient in at least one of the following: Golang, Python, C, or C++; with backend service development experience Familiarity with cloud-native development based on Kubernetes, and common backend distributed systems such as Redis, MySQL, Kafka, etc. Experience in end-to-end development and delivery of large-scale B2B AI platform projects is a plus Experience in AI platform development is preferred; familiarity with DevOps and MLOps concepts, with hands-on experience in system setup and maintenance Preferred Qualifications Experience supporting large-scale, complex projects involving Kubernetes-based architecture optimization or customization; familiarity with open-source tools such as Volcano, Kubeflow, Fluid, Istio, etc. Product-oriented mindset, with the ability to independently design AI platform features and modules Understanding of AI algorithms or systems, with experience in AI model training",Not specified
